Reading timing models for corner nom_tt_025C_1v80…
Reading timing library for the 'nom_tt_025C_1v80' corner at '/pdk/volare/sky130/versions/0fe599b2afb6708d281543108caf8310912f54af/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__tt_025C_1v80.lib'…
Reading timing models for corner nom_ff_n40C_1v95…
Reading timing library for the 'nom_ff_n40C_1v95' corner at '/pdk/volare/sky130/versions/0fe599b2afb6708d281543108caf8310912f54af/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ff_n40C_1v95.lib'…
Reading timing models for corner nom_ss_100C_1v60…
Reading timing library for the 'nom_ss_100C_1v60' corner at '/pdk/volare/sky130/versions/0fe599b2afb6708d281543108caf8310912f54af/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ss_100C_1v60.lib'…
Reading OpenROAD database at '/work/runs/RUN_2026-03-17_13-58-28/30-openroad-cts/rns_top_crt.odb'…
Reading design constraints file at 'designs/_shared/ll_policy/constraints.sdc'…
[INFO] No information on clock propagation in input SDC file-- propagating all clocks.
[INFO] Setting RC values…
[INFO RSZ-0094] Found 35 endpoints with setup violations.
[INFO RSZ-0099] Repairing 35 out of 35 (100.00%) violating endpoints...
   Iter   | Removed | Resized | Inserted | Cloned |  Pin  |    WNS   |   TNS      |  Viol  | Worst
          | Buffers |  Gates  | Buffers  |  Gates | Swaps |          |            | Endpts | Endpt
---------------------------------------------------------------------------------------------------
        0 |       0 |       0 |        0 |      0 |     0 |   -9.517 |     -150.8 |     35 | _3238_/D
       10 |       0 |       2 |       13 |      0 |     0 |   -8.644 |     -148.6 |     35 | _3238_/D
       20 |       0 |       8 |       18 |      0 |     2 |   -7.885 |     -145.6 |     35 | _3238_/D
       30 |       0 |      13 |       21 |      0 |     5 |   -7.227 |     -142.9 |     35 | _3238_/D
       40 |       0 |      16 |       23 |      0 |    11 |   -7.118 |     -142.5 |     35 | _3238_/D
       50 |       0 |      16 |       29 |      0 |    18 |   -6.994 |     -141.9 |     35 | _3238_/D
       60 |       0 |      18 |       29 |      0 |    26 |   -7.396 |     -143.5 |     35 | _3238_/D
       70 |       0 |      21 |       31 |      0 |    32 |   -7.629 |     -144.8 |     35 | _3237_/D
       71 |       0 |      19 |       30 |      0 |    20 |   -6.943 |     -141.7 |     35 | _3238_/D
       76 |       0 |      23 |       30 |      0 |    20 |   -6.901 |     -141.3 |     35 | _3238_/D
       78 |       0 |      23 |       30 |      0 |    21 |   -6.901 |     -141.3 |     35 | _3238_/D
       80 |       0 |      23 |       30 |      0 |    22 |   -6.901 |     -141.3 |     35 | _3238_/D
       83 |       0 |      23 |       30 |      0 |    23 |   -6.901 |     -141.3 |     35 | _3238_/D
       90 |       0 |      26 |       32 |      0 |    24 |   -6.901 |     -140.4 |     35 | _3238_/D
      100 |       0 |      28 |       38 |      0 |    29 |   -6.901 |     -139.9 |     35 | _3238_/D
      110 |       0 |      34 |       44 |      0 |    29 |   -6.901 |     -139.0 |     35 | _3238_/D
      120 |       0 |      40 |       47 |      0 |    31 |   -6.901 |     -137.5 |     35 | _3238_/D
      130 |       0 |      43 |       47 |      0 |    38 |   -6.901 |     -137.0 |     35 | _3238_/D
      140 |       0 |      46 |       51 |      0 |    43 |   -6.901 |     -136.6 |     35 | _3238_/D
      150 |       0 |      51 |       51 |      0 |    48 |   -6.901 |     -136.2 |     35 | _3238_/D
      160 |       0 |      59 |       55 |      0 |    48 |   -6.901 |     -135.3 |     35 | _3238_/D
      170 |       0 |      65 |       60 |      0 |    50 |   -6.901 |     -134.7 |     35 | _3238_/D
      180 |       0 |      70 |       65 |      0 |    52 |   -6.901 |     -137.6 |     35 | _3238_/D
      187 |       0 |      74 |       67 |      0 |    54 |   -6.901 |     -137.3 |     35 | _3238_/D
      190 |       0 |      75 |       69 |      0 |    54 |   -6.901 |     -137.2 |     35 | _3238_/D
      196 |       0 |      79 |       69 |      0 |    56 |   -6.901 |     -137.1 |     35 | _3238_/D
      200 |       0 |      80 |       69 |      0 |    58 |   -6.901 |     -137.2 |     35 | _3238_/D
      200 |       0 |      80 |       69 |      0 |    56 |   -6.901 |     -137.1 |     35 | _3238_/D
      203 |       0 |      80 |       69 |      0 |    56 |   -6.901 |     -137.1 |     35 | _3238_/D
      210 |       0 |      85 |       69 |      0 |    57 |   -6.901 |     -135.5 |     35 | _3238_/D
      220 |       0 |      89 |       74 |      0 |    61 |   -6.901 |     -133.2 |     35 | _3238_/D
      230 |       0 |      95 |       76 |      0 |    64 |   -6.901 |     -131.5 |     35 | _3238_/D
      240 |       0 |     103 |       76 |      0 |    66 |   -6.901 |     -129.9 |     35 | _3238_/D
      250 |       0 |     108 |       78 |      0 |    70 |   -6.901 |     -127.4 |     35 | _3238_/D
      260 |       0 |     115 |       81 |      0 |    72 |   -6.901 |     -125.7 |     35 | _3238_/D
      270 |       0 |     120 |       85 |      0 |    75 |   -6.901 |     -125.1 |     35 | _3238_/D
      280 |       0 |     127 |       87 |      0 |    77 |   -6.901 |     -123.2 |     35 | _3238_/D
      290 |       0 |     131 |       91 |      0 |    81 |   -6.901 |     -122.3 |     35 | _3238_/D
      300 |       0 |     137 |       95 |      0 |    83 |   -6.901 |     -124.8 |     35 | _3238_/D
      310 |       0 |     142 |       97 |      0 |    87 |   -6.901 |     -124.8 |     35 | _3238_/D
      320 |       0 |     148 |       99 |      0 |    90 |   -6.901 |     -125.0 |     35 | _3238_/D
      330 |       0 |     157 |      101 |      0 |    90 |   -6.901 |     -123.3 |     35 | _3238_/D
      340 |       0 |     162 |      109 |      0 |    92 |   -6.901 |     -122.5 |     35 | _3238_/D
      345 |       0 |     139 |       99 |      0 |    81 |   -6.901 |     -121.6 |     35 | _3238_/D
      350 |       0 |     142 |       99 |      0 |    82 |   -6.901 |     -120.8 |     35 | _3238_/D
      360 |       0 |     152 |       99 |      0 |    82 |   -6.901 |     -119.5 |     35 | _3238_/D
      370 |       0 |     158 |      102 |      0 |    85 |   -6.901 |     -118.3 |     35 | _3238_/D
      380 |       0 |     166 |      104 |      0 |    86 |   -6.901 |     -117.5 |     35 | _3238_/D
      390 |       0 |     173 |      106 |      0 |    88 |   -6.925 |     -117.8 |     35 | _3238_/D
      400 |       0 |     183 |      106 |      0 |    88 |   -6.925 |     -116.9 |     35 | _3238_/D
      410 |       0 |     190 |      106 |      0 |    91 |   -6.925 |     -116.7 |     35 | _3238_/D
      420 |       0 |     194 |      108 |      0 |    96 |   -6.925 |     -116.9 |     35 | _3238_/D
      430 |       0 |     199 |      110 |      0 |   100 |   -6.925 |     -116.5 |     35 | _3238_/D
      430 |       0 |     170 |      108 |      0 |    86 |   -6.901 |     -117.5 |     35 | _3238_/D
      440 |       0 |     176 |      114 |      0 |    86 |   -6.901 |     -120.4 |     35 | _3238_/D
      450 |       0 |     184 |      118 |      0 |    86 |   -6.901 |     -118.9 |     35 | _3238_/D
      460 |       0 |     189 |      125 |      0 |    88 |   -6.901 |     -118.3 |     35 | _3238_/D
      470 |       0 |     194 |      125 |      0 |    93 |   -6.901 |     -117.1 |     35 | _3238_/D
      480 |       0 |     202 |      125 |      0 |    95 |   -6.901 |     -116.2 |     35 | _3238_/D
      490 |       0 |     206 |      127 |      0 |   100 |   -6.901 |     -117.1 |     35 | _3238_/D
      491 |       0 |     198 |      126 |      0 |    94 |   -6.901 |     -115.8 |     35 | _3238_/D
      500 |       0 |     204 |      128 |      0 |    95 |   -6.901 |     -115.7 |     35 | _3238_/D
      510 |       0 |     210 |      134 |      0 |    97 |   -6.901 |     -116.8 |     35 | _3238_/D
      520 |       0 |     217 |      138 |      0 |    98 |   -6.901 |     -117.0 |     35 | _3238_/D
